name,week,population,deaths,confirmed,recovered,active,flights_arrived,flights_departed,arrived,departed,hospitalized,hospitalization rate
"US, HI",2020-01-01,1415872,0,0,0,0,480,420,605060,647628,0,0.0
"US, HI",2020-01-16,1415872,0,0,0,0,480,420,621877,643811,0,0.0
"US, HI",2020-01-31,1415872,0,0,0,0,480,420,640912,632383,0,0.0
"US, HI",2020-02-15,1415872,0,0,0,0,480,420,590425,594627,0,0.0
"US, HI",2020-03-01,1415872,0,0,0,0,480,420,456505,512168,0,0.0
"US, HI",2020-03-16,1415872,0,0,0,0,480,420,271146,333868,0,0.0
"US, HI",2020-03-31,1415872,27,1514,925,1487,480,420,68642,87382,132,1.8684543940113376
"US, HI",2020-04-15,1415872,178,8748,6478,8570,480,420,121,139,867,10.567117645531747
"US, HI",2020-04-30,1415872,252,9414,8246,916,480,420,14932,16564,1136,12.923024151674614
"US, HI",2020-05-15,1415872,255,9642,8737,650,480,420,50661,57730,1240,13.7789314944572
"US, HI",2020-05-30,1415872,255,10092,9217,620,480,420,68145,73825,1257,13.35250156181369
"US, HI",2020-06-14,1415872,257,12056,9883,1916,480,420,91796,94484,1478,13.134206663111703
"US, HI",2020-06-29,1415872,284,15832,11789,3759,480,420,125932,126121,1779,12.123513808503528
"US, HI",2020-07-14,1415872,366,21992,15878,5748,480,420,133695,133321,2220,10.853113310130317
"US, HI",2020-07-29,1415872,438,42431,20740,21253,480,420,105180,106487,3146,8.148550855868269
"US, HI",2020-08-13,1415872,672,88346,29826,57848,480,420,62939,65006,4990,6.050364449892608
"US, HI",2020-08-28,1415872,1187,139505,41621,96697,480,420,18676,19474,0,0.0
"US, HI",2020-09-12,1415872,1709,169266,65690,101867,480,420,41,39,0,0.0
"US, HI",2020-09-27,1415872,2271,191798,156177,33350,480,420,26,25,0,0.0
"US, HI",2020-10-12,1415872,2897,211550,165840,42813,480,420,1853,1934,0,0.0
"US, HI",2020-10-27,1415872,1078,74592,57992,15522,160,140,1298,1354,0,0.0
"US, AK",2020-01-01,731545,0,0,0,0,525,450,163303,157539,0,0.0
"US, AK",2020-01-16,731545,0,0,0,0,525,450,164024,160380,0,0.0
"US, AK",2020-01-31,731545,0,0,0,0,525,450,163293,162643,0,0.0
"US, AK",2020-02-15,731545,0,0,0,0,525,450,150518,147642,0,0.0
"US, AK",2020-03-01,731545,0,0,0,0,525,450,122369,112962,0,0.0
"US, AK",2020-03-16,731545,0,0,0,0,525,450,79997,70593,0,0.0
"US, AK",2020-03-31,731545,25,834,249,809,525,450,30969,28631,95,2.441248255028364
"US, AK",2020-04-15,731545,135,4926,2706,4791,525,450,12031,12659,442,9.80117466567201
"US, AK",2020-04-30,731545,144,5610,4430,1027,525,450,25279,23824,0,0.0
"US, AK",2020-05-15,731545,150,6076,5324,579,525,450,47140,41263,0,0.0
"US, AK",2020-05-30,731545,157,8226,5738,2178,525,450,70564,59486,48,0.6408544726301735
"US, AK",2020-06-14,731545,186,11527,7114,3997,525,450,87163,74878,0,0.0
"US, AK",2020-06-29,731545,238,18031,8404,9044,525,450,98064,90245,0,0.0
"US, AK",2020-07-14,731545,280,31687,11190,19620,525,450,109910,109566,0,0.0
"US, AK",2020-07-29,731545,372,51777,16465,34244,525,450,120494,128980,0,0.0
"US, AK",2020-08-13,731545,460,68324,24504,42653,525,450,97675,108397,0,0.0
"US, AK",2020-08-28,731545,601,84243,34321,48613,525,450,32928,36988,0,0.0
"US, AK",2020-09-12,731545,684,101650,38524,61743,525,450,35,36,0,0.0
"US, AK",2020-09-27,731545,880,127546,76004,49941,525,450,22,22,0,0.0
"US, AK",2020-10-12,731545,994,170459,97408,71260,525,450,3305,3725,0,0.0
"US, AK",2020-10-27,731545,381,77772,35372,41985,175,150,2296,2584,0,0.0
"US, CA",2020-01-01,39512223,0,0,0,0,750,750,3519810,3446359,0,0.0
"US, CA",2020-01-16,39512223,0,0,0,0,750,750,3657932,3604495,0,0.0
"US, CA",2020-01-31,39512223,0,0,0,0,750,750,3810466,3792164,0,0.0
"US, CA",2020-02-15,39512223,0,0,0,0,750,750,3370044,3377260,0,0.0
"US, CA",2020-03-01,39512223,0,0,0,0,750,750,2304068,2320608,0,0.0
"US, CA",2020-03-16,39512223,0,0,0,0,750,750,1223988,1236822,0,0.0
"US, CA",2020-03-31,39512223,2122,72188,0,69961,750,750,348989,349221,13412,3.994424393843279
"US, CA",2020-04-15,39512223,21266,563588,0,537401,750,750,38286,30602,63715,13.161353036372459
"US, CA",2020-04-30,39512223,37919,943011,0,895529,750,750,215836,209775,0,0.0
"US, CA",2020-05-15,39512223,54022,1371594,0,1304847,750,750,476738,475119,0,0.0
"US, CA",2020-05-30,39512223,68547,1950294,0,1861814,750,750,664541,674647,0,0.0
"US, CA",2020-06-14,39512223,82807,2792529,0,2644599,750,750,801467,817220,0,0.0
"US, CA",2020-06-29,39512223,98186,4271851,0,4047602,750,750,910971,920161,0,0.0
"US, CA",2020-07-14,39512223,119485,6238951,0,6014348,750,750,1073679,1077074,0,0.0
"US, CA",2020-07-29,39512223,147596,8112484,0,7870761,750,750,1263424,1265518,0,0.0
"US, CA",2020-08-13,39512223,177212,9803284,0,9571246,750,750,1063565,1065249,0,0.0
"US, CA",2020-08-28,39512223,203357,10956703,0,10721495,750,750,362980,363545,0,0.0
"US, CA",2020-09-12,39512223,225154,11776674,0,11515365,750,750,67,78,0,0.0
"US, CA",2020-09-27,39512223,242986,12532716,0,12243407,750,750,0,6,0,0.0
"US, CA",2020-10-12,39512223,256617,13293251,0,12980857,750,750,36775,36819,0,0.0
"US, CA",2020-10-27,39512223,88229,4638561,0,4530158,250,250,25460,25497,0,0.0
"US, AL",2020-01-01,4903185,0,0,0,0,555,510,95995,93125,0,0.0
"US, AL",2020-01-16,4903185,0,0,0,0,555,510,102170,100105,0,0.0
"US, AL",2020-01-31,4903185,0,0,0,0,555,510,110575,109806,0,0.0
"US, AL",2020-02-15,4903185,0,0,0,0,555,510,101816,101294,0,0.0
"US, AL",2020-03-01,4903185,0,0,0,0,555,510,73731,72417,0,0.0
"US, AL",2020-03-16,4903185,0,0,0,0,555,510,41362,40069,0,0.0
"US, AL",2020-03-31,4903185,306,11578,0,10944,555,510,11636,11392,1387,2.6410979845164144
"US, AL",2020-04-15,4903185,2816,84514,0,80270,555,510,1853,1804,10952,14.086645287750187
"US, AL",2020-04-30,4903185,5391,136861,0,130147,555,510,9350,9182,17436,13.85652721505833
"US, AL",2020-05-15,4903185,8071,211938,66416,133627,555,510,18044,17805,23392,12.109598287416805
"US, AL",2020-05-30,4903185,10398,311306,171217,124437,555,510,22634,22773,30076,10.566682823990822
"US, AL",2020-06-14,4903185,12668,461255,246672,195077,555,510,26044,26339,37097,8.784942534454773
"US, AL",2020-06-29,4903185,15485,690750,340087,325787,555,510,30561,30642,55074,8.466226439878417
"US, AL",2020-07-14,4903185,20147,1064672,458731,576052,555,510,37460,37438,126643,12.880882485192775
"US, AL",2020-07-29,4903185,25405,1429975,551900,849829,555,510,45444,45603,166947,12.538733744772378
"US, AL",2020-08-13,4903185,29558,1689291,654821,1004245,555,510,38818,39104,198382,12.588009091712694
"US, AL",2020-08-28,4903185,33542,1946686,760887,1155852,555,510,13265,13391,0,0.0
"US, AL",2020-09-12,4903185,36420,2154279,903848,1221479,555,510,4,11,0,0.0
"US, AL",2020-09-27,4903185,38631,2380075,1022293,1319542,555,510,1,6,0,0.0
"US, AL",2020-10-12,4903185,41876,2632060,1108780,1469034,555,510,1297,1314,0,0.0
"US, AL",2020-10-27,4903185,14616,951700,391893,539564,185,170,916,922,0,0.0
"US, AR",2020-01-01,3017804,0,0,0,0,495,405,71964,70794,0,0.0
"US, AR",2020-01-16,3017804,0,0,0,0,495,405,75560,75027,0,0.0
"US, AR",2020-01-31,3017804,0,0,0,0,495,405,80191,80504,0,0.0
"US, AR",2020-02-15,3017804,0,0,0,0,495,405,72911,72357,0,0.0
"US, AR",2020-03-01,3017804,0,0,0,0,495,405,52454,49647,0,0.0
"US, AR",2020-03-16,3017804,0,0,0,0,495,405,29291,26255,0,0.0
"US, AR",2020-03-31,3017804,88,4188,1185,4100,495,405,8328,7410,390,2.0038818432877408
"US, AR",2020-04-15,3017804,665,35358,12637,34693,495,405,1508,1923,3415,10.756592676163686
"US, AR",2020-04-30,3017804,1261,56072,36514,18297,495,405,7435,8216,6842,13.102587046221164
"US, AR",2020-05-15,3017804,1670,83107,59980,21457,495,405,14519,15244,8623,11.190771602751695
"US, AR",2020-05-30,3017804,2293,137843,94266,41284,495,405,19213,19715,12279,9.629902144325694
"US, AR",2020-06-14,3017804,3333,237543,156951,77259,495,405,23032,23627,17326,7.870344881540935
"US, AR",2020-06-29,3017804,4428,365987,268440,93119,495,405,27104,28099,24027,7.050398968212915
"US, AR",2020-07-14,3017804,5607,522314,412769,103938,495,405,32247,33055,33907,6.950760490563306
"US, AR",2020-07-29,3017804,7532,693288,580097,105659,495,405,37643,37393,46232,7.143391694753456
"US, AR",2020-08-13,3017804,9764,823821,725508,88549,495,405,31525,30748,56937,7.40246591619122
"US, AR",2020-08-28,3017804,12920,955842,859290,83632,495,405,10703,10375,0,0.0
"US, AR",2020-09-12,3017804,17382,1123506,998415,107709,495,405,8,8,0,0.0
"US, AR",2020-09-27,3017804,21515,1304772,1172740,110517,495,405,4,3,0,0.0
"US, AR",2020-10-12,3017804,25718,1501178,1344668,130792,495,405,1037,1003,0,0.0
"US, AR",2020-10-27,3017804,9451,549095,491344,48300,165,135,734,709,0,0.0
"US, AZ",2020-01-01,7278717,0,0,0,0,735,705,960033,924495,0,0.0
"US, AZ",2020-01-16,7278717,0,0,0,0,735,705,1009151,979720,0,0.0
"US, AZ",2020-01-31,7278717,0,0,0,0,735,705,1074096,1058261,0,0.0
"US, AZ",2020-02-15,7278717,0,0,0,0,735,705,991386,1003406,0,0.0
"US, AZ",2020-03-01,7278717,0,0,0,0,735,705,739404,785773,0,0.0
"US, AZ",2020-03-16,7278717,0,0,0,0,735,705,430544,478592,0,0.0
"US, AZ",2020-03-31,7278717,368,11056,249,10688,735,705,129158,145701,1105,2.0997953011307144
"US, AZ",2020-04-15,7278717,3376,83692,16158,80316,735,705,20405,20214,11888,15.017480304707908
"US, AZ",2020-04-30,7278717,6883,151123,31927,112313,735,705,99645,104107,21543,15.420576256999087
"US, AZ",2020-05-15,7278717,11487,234978,58839,164652,735,705,202344,215762,29589,13.417156933822437
"US, AZ",2020-05-30,7278717,15473,387500,81139,290888,735,705,272053,290836,49418,13.960934323872058
"US, AZ",2020-06-14,7278717,20589,792896,111948,660359,735,705,309259,326782,62336,8.737383218275065
"US, AZ",2020-06-29,7278717,28645,1520812,179754,1312413,735,705,322963,332479,78786,5.6233171744977435
"US, AZ",2020-07-14,7278717,43522,2223012,282584,1896906,735,705,361486,362391,105756,5.085592968621673
"US, AZ",2020-07-29,7278717,58912,2718197,363815,2295470,735,705,422657,417242,223673,8.757115359801984
"US, AZ",2020-08-13,7278717,69760,2939650,426567,2443323,735,705,356809,350010,315473,11.498297994000342
"US, AZ",2020-08-28,7278717,77134,3063637,470193,2516310,735,705,121805,119234,0,0.0
"US, AZ",2020-09-12,7278717,81747,3190081,505088,2603246,735,705,52,54,0,0.0
"US, AZ",2020-09-27,7278717,85467,3315146,538551,2691128,735,705,25,26,0,0.0
"US, AZ",2020-10-12,7278717,87407,3483694,578352,2817935,735,705,12202,11930,0,0.0
"US, AZ",2020-10-27,7278717,29627,1213758,203357,980774,245,235,8496,8312,0,0.0
"US, CO",2020-01-01,5758736,0,0,0,0,735,735,1225141,1246323,0,0.0
"US, CO",2020-01-16,5758736,0,0,0,0,735,735,1280266,1291812,0,0.0
"US, CO",2020-01-31,5758736,0,0,0,0,735,735,1349579,1346155,0,0.0
"US, CO",2020-02-15,5758736,0,0,0,0,735,735,1231720,1229739,0,0.0
"US, CO",2020-03-01,5758736,0,0,0,0,735,735,903092,918135,0,0.0
"US, CO",2020-03-16,5758736,0,0,0,0,735,735,514344,531930,0,0.0
"US, CO",2020-03-31,5758736,922,22948,0,22026,735,735,145013,148150,4341,4.053598969508885
"US, CO",2020-04-15,5758736,8079,167700,10936,159621,735,735,12211,10095,30931,19.895584042263938
"US, CO",2020-04-30,5758736,13932,273678,42568,217178,735,735,107622,107580,47962,18.7155891058886
"US, CO",2020-05-15,5758736,19564,351434,53224,278579,735,735,252075,254102,60294,18.407036231009076
"US, CO",2020-05-30,5758736,22833,415240,60647,331546,735,735,376775,375285,69328,17.882890320196854
"US, CO",2020-06-14,5758736,24701,458874,64655,369285,735,735,475512,467932,79860,18.669396412472288
"US, CO",2020-06-29,5758736,25570,519643,69155,424658,735,735,556695,542987,84651,17.47295947783941
"US, CO",2020-07-14,5758736,26544,620461,75270,518377,735,735,678829,667987,91341,15.814171590856686
"US, CO",2020-07-29,5758736,27749,733701,81487,624193,735,735,825720,827630,97727,14.28928056800545
"US, CO",2020-08-13,5758736,28609,813636,86255,698482,735,735,706530,715258,101787,13.412724296721988
